t,x,y,theta,pwm_l,pwm_r,v_true,v_exp,apf_vx,apf_vy
4.699999999999991,199.61155850932516,-153.14304188827958,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,100.0,-147.0
4.749999999999991,199.9126512825052,-153.64529559910585,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,100.0,-146.0
4.799999999999991,200.21374405568525,-154.14754930993212,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,100.0,-146.0
4.849999999999991,200.5148368288653,-154.64980302075838,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,99.0,-145.0
4.899999999999991,200.81592960204534,-155.15205673158465,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,99.0,-145.0
4.94999999999999,201.1170223752254,-155.65431044241092,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,99.0,-144.0
4.99999999999999,201.41811514840543,-156.15656415323718,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,98.0,-144.0
5.04999999999999,201.71920792158548,-156.65881786406345,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,98.0,-143.0
5.09999999999999,202.02030069476552,-157.16107157488972,-59.058011479621484,37,37,11.711799999999997,172.66666666666669,98.0,-143.0
5.14999999999999,202.2595516788197,-157.56016682148396,-59.058011479621484,36,36,9.306299999999993,168.0,97.0,-142.0
5.1999999999999895,202.49880266287386,-157.9592620680782,-59.058011479621484,36,36,9.306299999999993,168.0,97.0,-142.0
5.249999999999989,202.73805364692802,-158.35835731467245,-59.058011479621484,36,36,9.306299999999993,168.0,97.0,-142.0
5.299999999999989,202.9773046309822,-158.7574525612667,-59.058011479621484,36,36,9.306299999999993,168.0,97.0,-141.0
5.349999999999989,203.21655561503636,-159.15654780786093,-59.058011479621484,36,36,9.306299999999993,168.0,97.0,-141.0
5.399999999999989,203.45580659909052,-159.55564305445517,-59.058011479621484,36,36,9.306299999999993,168.0,96.0,-140.0
5.449999999999989,203.6950575831447,-159.95473830104942,-59.058011479621484,36,36,9.306299999999993,168.0,96.0,-140.0
5.4999999999999885,203.93430856719885,-160.35383354764366,-59.058011479621484,36,36,9.306299999999993,168.0,96.0,-140.0
5.549999999999988,204.14263865669005,-160.7013495621219,-58.989098980812116,35,36,8.103549999999991,165.66666666666669,96.0,-139.0
5.599999999999988,204.35138657028097,-161.0486147562858,-59.058011479621484,36,35,8.103549999999991,165.66666666666669,95.0,-139.0
5.649999999999988,204.52879576520922,-161.344551538648,-59.058011479621484,35,35,6.90079999999999,163.33333333333334,95.0,-138.0
5.699999999999988,204.70620496013748,-161.64048832101022,-59.058011479621484,35,35,6.90079999999999,163.33333333333334,95.0,-138.0
5.749999999999988,204.88361415506574,-161.93642510337244,-59.058011479621484,35,35,6.90079999999999,163.33333333333334,95.0,-138.0
5.799999999999987,205.061023349994,-162.23236188573466,-59.058011479621484,35,35,6.90079999999999,163.33333333333334,95.0,-138.0
5.849999999999987,205.23843254492226,-162.52829866809688,-59.058011479621484,35,35,6.90079999999999,163.33333333333334,94.0,-137.0
5.899999999999987,205.41584173985052,-162.8242354504591,-59.058011479621484,35,35,6.90079999999999,163.33333333333334,94.0,-137.0
5.949999999999987,205.59325093477878,-163.12017223282132,-59.058011479621484,35,35,6.90079999999999,163.33333333333334,94.0,-137.0
5.999999999999987,205.7397392351441,-163.36452978306752,-58.989098980812116,34,35,5.698049999999995,161.0,94.0,-136.0
6.0499999999999865,205.9175042396308,-163.66025297251983,-58.989098980812116,35,35,6.90079999999999,163.33333333333334,94.0,-136.0
6.099999999999986,206.0952692441175,-163.95597616197213,-58.989098980812116,35,35,6.90079999999999,163.33333333333334,94.0,-136.0
6.149999999999986,206.2420513395,-164.20015734671284,-59.058011479621484,35,34,5.698049999999995,161.0,93.0,-136.0
6.199999999999986,206.35761874530237,-164.39293566484304,-59.058011479621484,34,34,4.4953,158.66666666666669,93.0,-135.0
6.249999999999986,206.47318615110476,-164.58571398297323,-59.058011479621484,34,34,4.4953,158.66666666666669,93.0,-135.0
6.299999999999986,206.58875355690714,-164.77849230110343,-59.058011479621484,34,34,4.4953,158.66666666666669,93.0,-135.0
6.349999999999985,206.70432096270952,-164.97127061923362,-59.058011479621484,34,34,4.4953,158.66666666666669,93.0,-135.0
6.399999999999985,206.8198883685119,-165.16404893736382,-59.058011479621484,34,34,4.4953,158.66666666666669,93.0,-135.0
6.449999999999985,206.96637666887722,-165.40840648761002,-58.989098980812116,34,35,5.698049999999995,161.0,93.0,-134.0
6.499999999999985,207.0821758551555,-165.60104566763914,-58.989098980812116,34,34,4.4953,158.66666666666669,93.0,-134.0
6.549999999999985,207.228957950538,-165.84522685237985,-59.058011479621484,35,34,5.698049999999995,161.0,92.0,-134.0
6.5999999999999845,207.34452535634037,-166.03800517051005,-59.058011479621484,34,34,4.4953,158.66666666666669,92.0,-134.0
6.649999999999984,207.46009276214275,-166.23078348864024,-59.058011479621484,34,34,4.4953,158.66666666666669,92.0,-133.0
6.699999999999984,207.57566016794513,-166.42356180677044,-59.058011479621484,34,34,4.4953,158.66666666666669,92.0,-133.0
6.749999999999984,207.6912275737475,-166.61634012490063,-59.058011479621484,34,34,4.4953,158.66666666666669,92.0,-133.0
6.799999999999984,207.8067949795499,-166.80911844303083,-59.058011479621484,34,34,4.4953,158.66666666666669,92.0,-133.0
6.849999999999984,207.92236238535227,-167.00189676116102,-59.058011479621484,34,34,4.4953,158.66666666666669,92.0,-133.0
6.8999999999999835,208.0070088965917,-167.1430958471752,-58.989098980812116,33,34,3.2925499999999985,156.33333333333334,92.0,-132.0
6.949999999999983,208.12280808287,-167.33573502720432,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-132.0
6.999999999999983,208.23860726914828,-167.52837420723344,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-132.0
7.049999999999983,208.35440645542656,-167.72101338726256,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-132.0
7.099999999999983,208.47020564170484,-167.91365256729168,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-132.0
7.149999999999983,208.58600482798312,-168.1062917473208,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-132.0
7.199999999999982,208.7018040142614,-168.29893092734991,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-131.0
7.249999999999982,208.81760320053968,-168.49157010737903,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-131.0
7.299999999999982,208.93340238681796,-168.68420928740815,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-131.0
7.349999999999982,209.04920157309624,-168.87684846743727,-58.989098980812116,34,34,4.4953,158.66666666666669,91.0,-131.0
7.399999999999982,209.13401785027028,-169.0179456427548,-59.058011479621484,34,33,3.2925499999999985,156.33333333333334,90.0,-131.0
7.4499999999999815,209.21866436150972,-169.15914472876898,-58.989098980812116,33,34,3.2925499999999985,156.33333333333334,90.0,-130.0
7.499999999999981,209.27249772957956,-169.2486998993749,-58.989098980812116,33,33,2.0897999999999968,154.0,90.0,-130.0
7.549999999999981,209.3263310976494,-169.33825506998085,-58.989098980812116,33,33,2.0897999999999968,154.0,90.0,-130.0
