t,x,y,theta,pwm_l,pwm_r,v_true,v_exp,apf_vx,apf_vy
0.0,6.900027499999999,0.0,-4.2036624273709435,120,59,138.00054999999998,138.00054999999998,-141.44271570014143,-141.44271570014143
0.05,13.901443937970383,-0.5146018398960068,-8.26949985712318,120,61,140.40605,140.40605,-142.33473980309424,-140.64697609001408
0.1,20.908265018452745,-1.5329774777173195,-12.266424788066047,120,62,141.60879999999997,141.60879999999997,-143.4965034965035,-139.58041958041957
0.15000000000000002,27.944589437948743,-3.0628255665252526,-16.125524721390207,120,64,144.0143,144.0143,-144.44444444444446,-138.33333333333334
0.2,34.91976745599764,-5.079473935300431,-19.915712155905,120,65,145.21704999999997,145.21704999999997,-145.78146611341631,-137.2060857538036
0.25,41.80292381706056,-7.573276872434627,-23.636987091610422,120,66,146.41979999999998,146.41979999999998,-146.9050894085282,-135.9009628610729
0.3,48.564804943413996,-10.532669851462831,-27.289349528506477,120,67,147.62255,147.62255,-148.01641586867305,-134.61012311901504
0.35,55.231319901674695,-13.971945615092809,-30.803886967783825,120,69,150.02804999999998,150.02804999999998,-149.31880108991825,-133.2425068119891
0.39999999999999997,61.726116839148396,-17.844218837966192,-34.249511908251804,120,70,151.2308,151.2308,-150.61058344640435,-131.88602442333786
0.44999999999999996,68.02615387315069,-22.133682823618216,-37.626224349910444,120,71,152.43355,152.43355,-151.82679296346413,-130.446549391069
0.49999999999999994,74.11023044644006,-26.823490276443593,-40.934024292759716,120,72,153.63629999999998,153.63629999999998,-153.306342780027,-128.74493927125505
0.5499999999999999,79.95900093219397,-31.895936660313033,-44.17291173679962,120,73,154.83905,154.83905,-154.50874831763122,-127.32166890982504
0.6,85.5549729999293,-37.33263648513562,-47.342886682030155,120,74,156.0418,156.0418,-155.6451612903226,-125.80645161290323
0.65,90.88249215053413,-43.11469156630659,-50.44394912845135,120,75,157.24454999999998,157.24454999999998,-157.04697986577182,-124.02684563758389
0.7000000000000001,95.92771383576162,-49.22285048206306,-53.47609907606318,120,76,158.44729999999998,158.44729999999998,-158.38926174496643,-122.41610738255034
0.7500000000000001,100.67856456738272,-55.637658623259604,-56.43933652486564,120,77,159.65005,159.65005,-159.51742627345845,-120.64343163538874
0.8000000000000002,105.12469339588685,-62.3395983879803,-59.33366147485876,120,78,160.85279999999997,160.85279999999997,-160.85790884718497,-119.0348525469169
0.8500000000000002,109.25741510028551,-69.30921921902258,-62.15907392604251,120,79,162.05554999999998,162.05554999999998,-162.19839142091152,-117.15817694369973
0.9000000000000002,113.06964638125832,-76.52725731518122,-64.9155738784169,120,80,163.2583,163.2583,-163.48993288590603,-115.43624161073825
0.9500000000000003,116.53034080238258,-83.92027939149239,-67.67207383079128,120,80,163.2583,163.2583,-164.78494623655914,-113.70967741935483
1.0000000000000002,119.654336542888,-91.52680573609018,-70.3596612843563,120,81,164.46104999999997,164.46104999999997,-165.81426648721398,-111.97846567967699
1.0500000000000003,122.43843876209338,-99.32808841326037,-72.97833623911198,120,82,165.66379999999998,165.66379999999998,-167.07152496626182,-110.12145748987854
1.1000000000000003,124.86320402722264,-107.24842615764493,-75.59701119386766,120,82,165.66379999999998,165.66379999999998,-168.33558863328824,-108.25439783491204
1.1500000000000004,126.95348537767003,-115.3877718243553,-78.07786115100461,120,84,168.0693,168.0693,-169.56521739130434,-106.52173913043478
1.2000000000000004,128.70191552478653,-123.66880794905977,-80.4897986093322,120,85,169.27204999999998,169.27204999999998,-170.57220708446866,-104.63215258855585
1.2500000000000004,130.10029909190558,-132.01608838505913,-82.90173606765978,120,85,169.27204999999998,169.27204999999998,-171.81942544459645,-102.87277701778386
1.3000000000000005,131.15358965305927,-140.47449973597986,-85.24476102717801,120,86,170.4748,170.4748,-172.8395061728395,-100.68587105624142
1.3500000000000005,131.86518735047244,-149.0288308993171,-87.51887348788689,120,87,171.67755,171.67755,-174.06896551724137,-99.03448275862068
1.4000000000000006,132.23678593127835,-157.60466132148318,-89.79298594859577,120,87,171.67755,171.67755,-175.03467406380028,-97.0873786407767
1.4500000000000006,132.26801735333862,-166.24861990065864,-91.99818591049528,120,88,172.88029999999998,172.88029999999998,-176.04456824512536,-95.26462395543176
1.5000000000000007,131.96661909915397,-174.88737874742588,-94.20338587239479,120,88,172.88029999999998,172.88029999999998,-177.03081232492997,-93.27731092436974
1.5500000000000007,131.32862967639588,-183.56811836105933,-96.33967333548495,120,89,174.08305,174.08305,-177.9971791255289,-91.67842031029619
1.6000000000000008,130.36085457078153,-192.2788123947775,-98.40704829976573,120,90,175.2858,175.2858,-179.00709219858157,-89.64539007092199
